thread_id,text,has_modification,modifications,gold_has_modification,gold_modifications,annotator,annotation_notes
UgwTs7aAtRabykHCXhN4AaABAg,איך עשית את הציוריים  הפרצופים על הדונאס אשמח לדעת תודה❤🙏🙏🙏,False,[],,,,
Ugy1jUbNanP-ivk7EBV4AaABAg,אין אבקת אפיה,True,"[{""span"": ""אין אבקת אפיה"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.7}]",,,,
UgxM66FtkUFcGT1pRlh4AaABAg,וואו הכרושה מהממת,False,[],,,,
UgxCiMJARLVtVdkGMzR4AaABAg,אנחנו צריכים מתכונים ללא קיטניות,False,[],,,,
UgyBuqBZxrtFk8BaXoF4AaABAg,"הגיע הזמן שתלמד עברית. מתי אומרים שלש או שלשה, מתי אומרים שנים או שתים, אחר כך נדבר על בישול",False,[],,,,
UgwCTHv47SmZbKrwEnh4AaABAg,"לאיפה הגענו
מפרסמים ברזים",False,[],,,,
Ugz1lQxjdeFX-nYuLTZ4AaABAg,כוסמין לבן יעבוד טוב כי הוא מתנהג זהה .המלא מטבעו קל אז לא בטוחה איך יצא לך,True,"[{""span"": ""כוסמין לבן"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.95}]",,,,
Ugzyn6RTdZ_dU21GXKt4AaABAg,אתה הכי מעצבן שקיים ברשת😮,False,[],,,,
UgzUD-X09rLy7tsxIJZ4AaABAg,"דתי בלי שקית ביד....
אתה ענקקקק
כחרדי עפתי על הומור שלך
כי קלעת
ואגב זה גם ערבם ככה😂😂😂",False,[],,,,
UgyYwO_XrJCc_6iCB7B4AaABAg,חחחחח אור את מוכשרת בכול מה שאת עושה זה  לא שאלה ביכלל גם עם זה מכוער זה כנראה טעים אני עוקבת מושלמתתתתת❤❤,False,[],,,,
Ugxw85F7WgKMQlYMJOh4AaABAg,"מעלפת אני אכין אלופת עולם❤❤🎉
אפשר גם לטגן?",False,[],,,,
Ugx_xcr_H8RN1GdzU0J4AaABAg,"יאווו אני מלוד ומכירה חלק מהילדות שהרביצווו ובשניה שראיתי את זה רציתי להרביץ להם
אלין את ילדה חזקה ופשוט אלופהה❤❤",False,[],,,,
UgzC_SNUvCcjmLxk0zB4AaABAg,אני יודע שזה מאוד לא פופולרי בלשון המעטה בישראל (או בהרבה מדינות אחרות) אבל אולי תכין אסקרגו?,False,[],,,,
UgzxQtQ1wGtaqmlE63R4AaABAg,מה עם ביצה? אני את הבצק שלי עושה עם טנזוג,True,"[{""span"": ""טנזוג"", ""aspect"": ""TECHNIQUE"", ""confidence"": 0.9}]",,,,
UgzD65nFBgWSu4ZdxtV4AaABAg,"אין עלייך קובי אבל תזכור ירושלים צהובה יעד חחחחחח
תמשיך ותצליח",False,[],,,,
UgxZ1vB87g2kovxGED54AaABAg,אין מה לעשות...אתה אלוף ההמצאות והבישולים. חודש טוב איש יקר.,False,[],,,,
Ugwn1bcxVxyhsXM8PYZ4AaABAg,ממרח פרווה .וחמאה להמיר במחמאה,True,"[{""span"": ""ממרח פרווה"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.95}, {""span"": ""חמאה להמיר במחמאה"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.95}]",,,,
UgyWBuVIKgdDuQ_v6Od4AaABAg,האמת חשבתי שהפסקת עם היוטיוב זה לא שולח לי הודעות שאתה מעלה סירטונים 😮,False,[],,,,
UgyLuINZ_tRnWt3oRQx4AaABAg,"תודה ,הלכתי לאכול סושי",False,[],,,,
UgxAXcTIf7qT0nCzOoh4AaABAg,למה אין בארץ פטריות אנוקי בארץ?,False,[],,,,
Ugyee0QayuxstGCIybV4AaABAg,כל הכבוד ❤❤❤❤,False,[],,,,
UgwEm0GmMlGgJFC5ZB54AaABAg,גם אני טיילתי שם אחרי הצבא לפני 24 שנה והייתי שם גם פעמיים נוספות לפני 12 ועשר שנים. זוכר את המאכל הזה 😀 מה שיפה שאתה אפילו משדרג אותו ברמות על 👑👌,False,[],,,,
UgxSY1raERsVGvbxgP54AaABAg,מושלם מהממת 👍❤😘,False,[],,,,
UgwXZY2FEqfs-cBpdft4AaABAg,"ניראה טוב.
והצבעים ממש טובים.",False,[],,,,
Ugydjfu4cHFHE5D10-54AaABAg,לני ככ מתוקהההההה,False,[],,,,
Ugzuo8SnjgRqiuKPxsh4AaABAg,אפשר לטחון פרגיות על השיש הזה? נראה לי יסדק...,False,[],,,,
UgwIHbhVxwoMJe2FlAZ4AaABAg,זיתים מכולענים🎉🎉,True,"[{""span"": ""זיתים מכולענים"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.95}]",,,,
Ugxq79eIyxkb_IS3Ufl4AaABAg,בבקשה תעשה מתכון לפיצה ביתית,False,[],,,,
UgzptNwhskBEG6kAXlV4AaABAg,בטח אחלה סירים קיבלת בחינם,False,[],,,,
UgyNql20rw-G9xDxC0p4AaABAg,איזה חמודה חחחח🤣,False,[],,,,
UgwPVondTC5UhKoP4fx4AaABAg,אין עליך קובי❤,False,[],,,,
UgzmBqfcoohqMQ80NAV4AaABAg,אני נותנת לך בוקסים בפרצוף.אתה מתקרב אלי ממש מרגיש כאילו אתה בחוץ על ידי,False,[],,,,
Ugz26HP1cNr14oaB7MR4AaABAg,איך עושים חרם לילדה כזאת יפה ומהממת❤❤❤❤,False,[],,,,
Ugy30jw6aJt8D_nHwcx4AaABAg,התכוונת חרדי בלי שקית ביד כי אני דתי ולא חרדי,False,[],,,,
Ugx9zuGbMN5h1cQ5dYx4AaABAg,אין על המתכונים שלך מדוייקים וטעימים מאוד פשוט ואו❤,False,[],,,,
UgwGtsafWniHCjl4tkh4AaABAg,"עוגה טובה 💞
עשיתי אותה היום ומאוד אהבו אותה! 
לכבוד שבת קודש 😊תודה רבה!",False,[],,,,
Ugy4B0vAFG3WCEgm1OR4AaABAg,אפשר לעשות את זה עם עוד משהו?,False,[],,,,
UgzwNPBqNIaVT5a2duR4AaABAg,כן,True,"[{""span"": ""רק על הגז"", ""aspect"": ""TECHNIQUE"", ""confidence"": 0.95}]",,,,
UgwO0vxQQFEsMoeYx7p4AaABAg,יש לה פילטר על הפרצוף?,False,[],,,,
UgzR6PWSlo2NXLz8ODJ4AaABAg,בוקר טוב תודה על כל מתכון קליל ומנצח ❤❤❤,False,[],,,,
UgzrYD308KB8IaYw2Ol4AaABAg,"קודם ממש מתכונים מאלפים, מסורתיות ומקצועיות.❤
לדעתי:
טיגון הפלפלים/גמבה על גבי רשת מעל הגז, יותר נצלה יפה, איכותי בטעם, וגם 'כשרותי'..
🎉🎉🎉",True,"[{""span"": ""טיגון הפלפלים/גמבה על גבי רשת מעל הגז"", ""aspect"": ""TECHNIQUE"", ""confidence"": 0.95}]",,,,
Ugw7SqmO8NLuj4oMJrV4AaABAg,עשית לי תאבוןןןןןן,False,[],,,,
Ugy_omc9Tlrzk-scUDx4AaABAg,אם אני לא טועה קומפוט זה מילה טורקית וההשפעה הטורקית השתרעה על המון מדינות. בכל מקרה סבתא שלי בולגריה ואני גדלתי על קומפוט,False,[],,,,
Ugyo9v0izIGrW1nlHFB4AaABAg,שמע כמויות מלחיצות של אוכל! אני רוצה להיות חבר שלך גם!,False,[],,,,
Ugxh6atw5OljKFDWtdh4AaABAg,רק חסר כמה חתיכות בשר עם שומן כבש וזה מושלם,True,"[{""span"": ""כמה חתיכות בשר עם שומן כבש"", ""aspect"": ""ADDITION"", ""confidence"": 0.8}]",,,,
Ugwu-noemlz5HjGSiEZ4AaABAg,מה זההה ? מעניין,False,[],,,,
Ugz0A-4gZ8iRV5EuFVJ4AaABAg,"וואו את נהדרת!!!! רעיון לימים האלה
עוד משהו...את דתית? סתם סקרנית....",False,[],,,,
UgwJLyPYTePOUilX2aV4AaABAg,וואו לא ידעתי שיש ביפן מחירים כל כך טובים. 10 שקל למנה של אירה. בארץ יכולים למכור מנה כזאת ב50 אם לא יותר,False,[],,,,
UgwASJCSL8tCZ-LGY714AaABAg,אמאלה אני רעבה לפרצוף,False,[],,,,
UgxHiyIeXV9wd0cpnBF4AaABAg,תעשי סרטונים עם מאיה קיי,False,[],,,,
UgwxkxwQ01BbohjkwCJ4AaABAg,האם קיימת גירסה ללא גלוטן?,False,[],,,,
UgzyofDhFwAWoSKZOWh4AaABAg,מדהימה 😍😍 רפואה שלמה והחלמה מהירה יקירה ❤️❤️,False,[],,,,
UgxIMeYqPd2mglVQeC94AaABAg,אוממ אפשרי להחליף במירין,True,"[{""span"": ""מירין"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.95}]",,,,
Ugy_T84wE1UaU70jjbd4AaABAg,🎉איך זה לא בשיתוף מזרח ומערב חפרת עליהם,False,[],,,,
Ugzdj0ozYaQ88atk7iV4AaABAg,נשמח למתכון נראה טעים,False,[],,,,
UgzBkI33uT2HJ92Yt-t4AaABAg,המון המון בהצלחה בבית החדש תמשוך לעשות טוב אלופים .❤❤,False,[],,,,
UgxnGk_WzNlseXoZS694AaABAg,"מהממת שאת. תודה רבה רבה את ממש נותנת מתכןנים מכול הלב תודה 
אפשר להשתמש בקמח תפוחי אדמה",False,[],,,,
UgxliKu0czkugvRI0-14AaABAg,"עוגיות נהדרות. 
אני כ""כ סומכת על המתכונים שאת נותנת. 
תודה לך טוני יקרה. 🙏",False,[],,,,
UgyYRCB-bOSubblh8RF4AaABAg,מרק תימני מרוקאי עצבני... חחחח... נראה מושלם מתכון אליפות,False,[],,,,
UgzCojk_DlFOfYuEOLN4AaABAg,"אחרי אין סוף טעימות במסעדות.אין כמו המבורגר שמכינים בבית .ואתה יודע מה היה הכי טעים שאכלתי בחיים?
בשר טחון רגיל מהשופרסל שומן אנטריקוט טרי למשל 300 גרם שומן על 700 בשר .יצא לי המבורגר שלא אכלתי בחיים שלי הייתי בשוק מהטעם .",True,"[{""span"": ""300 גרם שומן על 700 בשר"", ""aspect"": ""QUANTITY"", ""confidence"": 0.8}]",,,,
UgxLs_EAT1mkIa2FYZR4AaABAg,"מרכיבים... חמאה/מרגרינה טבעונית מיוצרת משמנים צמחיים (למשל קוקוס, זית), יש בה פחות אם בכלל חומרים משמרים, היא לא עוברת תהליך הקשחה כמו מרגרינה ויש בה פחות שומן טראנס.
פה השתמשנו בנטורינה קוקוס בטעם חמאה/רגיל, אני לא זוכרת בדיוק חח, אבל שתיהן מתאימות לכל מה שמצריך חמאה",True,"[{""span"": ""נטורינה קוקוס"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.95}]",,,,
Ugx-XJp3H7IzTh0FIEd4AaABAg,אלופה  כל הכבוד  ❤🙏🙏,False,[],,,,
UgxBtpfT07s15ZYmMqd4AaABAg,וואי וואי אייך אני אוהבת עוגת פרג אחותי הכינה לי ואכלתי בלי לעבוד קשה😅הכי טעים❤❤❤❤,False,[],,,,
Ugyt0Y_ZaF-WQ_xzENd4AaABAg,מושלם מה גודל הכוס?,False,[],,,,
UgzEOUlBgQzcfkOc_s54AaABAg,כמה מים רותחים,False,[],,,,
Ugw7CfUVuyrIAIZEJid4AaABAg,"קובי מותק
אני מרוקאי
דרומי....
קצת מבין בחמין...
ואני מכין בעצמי
ואיך שהכנתה זההה ממש לא עצלנים נשמה
זה בדיוקקק המתכון לחמין צולנט הכי טעים שיש 
רק לשים הרבה נוזלים שלא יהיה כבד בגלל הקטניות ואני אוהב יותר סילאן",True,"[{""span"": ""לשים הרבה נוזלים"", ""aspect"": ""QUANTITY"", ""confidence"": 0.9}, {""span"": ""יותר סילאן"", ""aspect"": ""ADDITION"", ""confidence"": 0.9}]",,,,
UgzUR2_ZHJz6b2wwmg14AaABAg,אוהב חמין וגם לאכול במסעדהולבלות ולנסוע בתחבורה ציבורית בשבת. עם ישראל חי 🇮🇱🇮🇱🇮🇱,False,[],,,,
Ugy6U-kucGeLrH1SVYt4AaABAg,אין עליך דן! יא מלך,False,[],,,,
UgxTNGuQ20dFo5OFXhp4AaABAg,אתם מרגשים אותי,False,[],,,,
UgzLFLz2GKIDIUHyvil4AaABAg,אסור על הלשון חם מידי זה מסרטן חס וחלילה.....,False,[],,,,
UgxeposHrMRrsu2bCc14AaABAg,ריח זה לא טעם!,False,[],,,,
UgwW_mw0zvEAK5drGhZ4AaABAg,עדיף להוסיף כמה כפות מהרוטב לתוך כוס גדולה עם רסק העגבניות עד להמסה ולהוסיף לקציצות,True,"[{""span"": ""עדיף להוסיף כמה כפות מהרוטב לתוך כוס גדולה עם רסק העגבניות עד להמסה ולהוסיף לקציצות"", ""aspect"": ""TECHNIQUE"", ""confidence"": 0.9}]",,,,
Ugxe2MBUhjUy7noHEbB4AaABAg,מה זה קובה סיסקה,False,[],,,,
Ugz_W3Wk5b7iKJ_-JRZ4AaABAg,חסר שמנת חמוצה בצד,True,"[{""span"": ""שמנת חמוצה"", ""aspect"": ""ADDITION"", ""confidence"": 0.7}]",,,,
UgzxPvV5plTdk7Btwbx4AaABAg,"אישה מוכשרת ונעימה!!
👌❣️🤍❣️",False,[],,,,
UgzKTVzOQbPfU47hlPl4AaABAg,ניראה טעים מאוד,False,[],,,,
UgzSgWVhJVYnvNnMAAV4AaABAg,ואווווו אש הולכת לנסות..,False,[],,,,
Ugxmd2M-Bo7u2KIRV5B4AaABAg,תמיד עדיף עוגיות ביתיות...,False,[],,,,
UgyOtgUkhCVC8B2tsNF4AaABAg,יעבוד עם סלמון קפוא?,False,[],,,,
Ugy8z8KTk4gQR2I6Wip4AaABAg,מדהים איזה יופי של עוגיות תבורכי,False,[],,,,
UgxKu8CpDi0gqTwJXxF4AaABAg,אתה אומר 300גרם והמתכון רשמתה 500גרם ויש הבדל‼️,True,"[{""span"": ""300גרם"", ""aspect"": ""QUANTITY"", ""confidence"": 0.9}]",,,,
Ugwbmr0SJ-7tepfiR7N4AaABAg,כרגע לא מתאפשר אבל בהמשך כן מישהו יכול להזכיר לי את הסרטון הזה ב2028,False,[],,,,
UgzIAgRM0ln0fYxYtZB4AaABAg,יחסית קל...😂❤❤ נראה מעולה! מי זאת דודה אילנה?😂,False,[],,,,
Ugxm5pylbulQOkXC5e94AaABAg,באיזה גבינה את השתמשתי גבינה שמנת בטעם טבעי  איזה אחוז ؟,False,[],,,,
UgyF2bWLJzvXmVNel6N4AaABAg,איך לא הבאתם קפה איךךך,False,[],,,,
UgwN9qX3ygTNJHDpb5N4AaABAg,זה הולך פצצה עם קוסקוס מוכן אפילו התינוקות בני שנתיים אוהבים מוצלח !!,True,"[{""span"": ""קוסקוס"", ""aspect"": ""ADDITION"", ""confidence"": 0.8}]",,,,
Ugzop5ZgBmTEp4_JlYN4AaABAg,עכשיוווו אני הולכת להכין !!!!!😮ישלך לך ל׳היבה לא מוסברת !!🪬🪬🪬,False,[],,,,
Ugyd2P93dJUQjE4sq0F4AaABAg,"נשמע ונראה מעולה!!
כל הכבוד.
איזה סוג של נינג'ה צריך?
כל נינג'ה עם אפשרות עישון?",False,[],,,,
UgzLZES2XC-UprWUt4N4AaABAg,"קובי,תודה על מתכון לחג❤
שיהיה לנו חג שמייח❤❤❤",False,[],,,,
UgwhWCsReF4N_CfXYuJ4AaABAg,נראה טעים רצח,False,[],,,,
UgybbN6rpQMUmJkRDBt4AaABAg,אלוף יברכו ידיך,False,[],,,,
UgyCPi14vvQabuKf_jB4AaABAg,הכנתי יצא מושלם תודה אלופה,False,[],,,,
Ugxd9bo5Z2adtFx2_Lx4AaABAg,מטבח ממש יפה תהנו,False,[],,,,
UgzON6ZF04jEjxwo3CB4AaABAg,מאיפה חשבת על מתכון גאוני שכזה בעיניי?,False,[],,,,
Ugw-Hi_C8l6Kbz-Xp6x4AaABAg,אלוף🎉 אפשר במיקסר רגיל או שחייב מעבד מזון?,False,[],,,,
UgwmLA3yKT8xJhHug3V4AaABAg,נשמע טעים עוגת גזר ב1 בלילה,False,[],,,,
UgwO5dx0LGyV2J5bZVp4AaABAg,אפשר מתכון כתוב בבקשה,False,[],,,,
UgzUJV1Y-VpYKy8L0P94AaABAg,"מאמצתתתתת, רק שאלה מהקיפול  זה לא יוצא בצקי ?!",False,[],,,,
Ugz7mWnNGGj1PsBhzTV4AaABAg,תודה חן אוהב אותך ❤,False,[],,,,
UgwBfZWcfjVMqRpI0sF4AaABAg,מה עליך מגיע פסח ואלינו לא?,False,[],,,,
Ugy5TBnfmmZnLdAqI694AaABAg,"רפואה שלמה טוני אהובה
ה' יברך אותך❤❤",False,[],,,,
Ugxn4RubeaUH_Z3dIyZ4AaABAg,"ברכה לפני האוכל?
אף פעם לא מאוחר להתחיל. 
חזק ואמץ!",False,[],,,,
Ugx36AriJTwqQVGDdFd4AaABAg,אחלה משחקי השף,False,[],,,,
UgxDPC1EE8xK7O2vAx14AaABAg,זה חום לא שחור אתה עוור צבעים?,False,[],,,,
UgyGKW88Bmx8Zm_P5qF4AaABAg,אלוף המטבח אתה,False,[],,,,
UgwPYMZXujZmpAwctDF4AaABAg,חייב להכנס איתך שותף בפודטראק,False,[],,,,
Ugx-cCC9zJxsHs7rlMl4AaABAg,כןן בטח 😊,True,"[{""span"": ""עם פסטה"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.95}]",,,,
UgxFE2DD4CaQkD5afCF4AaABAg,"מעולה!!
בדיוק ראיתי
שקניתי כמות כפולה
של 🍠 בטטות:))
יאמייי! תוספת טעימה!",True,"[{""span"": ""כמות כפולה"", ""aspect"": ""QUANTITY"", ""confidence"": 0.9}]",,,,
Ugy_Yh9IINddr1uddex4AaABAg,"מאק אנד צ׳יז מכינים עם רוטב בשמל (כמו בסרטון) ומוסיפים גבינות נמסות. זה לא משנה איזה גבינות, על בסיס בשמל זה מאק אנד צ׳יז.",True,"[{""span"": ""מאק אנד צ׳יז מכינים עם רוטב בשמל (כמו בסרטון) ומוסיפים גבינות נמסות"", ""aspect"": ""TECHNIQUE"", ""confidence"": 0.95}]",,,,
UgyDT4hkxU6KE15AiCR4AaABAg,קטנים ומגניבים 🎉,False,[],,,,
UgyD7xYftJwbDmiXxY94AaABAg,"אצל ליהי
כל מתכון הוא שיר הלל!
נשאר רק לא להתעצל!!!!!",False,[],,,,
UgzmWyK87kdV0SNNEth4AaABAg,כל מתכון הוא מיוחד אין עליך❤❤❤,False,[],,,,
UgzrE8S6Hp5j2BdUof14AaABAg,פצצה תודה רבה נענית לבקשתי,False,[],,,,
UgyUQcmatvMeNIuuPK54AaABAg,זה הכי מגיע לך,False,[],,,,
UgxzxZ2lzcSL2TisHfd4AaABAg,שני אבל למה לא במקום 37 67,False,[],,,,
UgxYapnqU_JxnWXz26x4AaABAg,מתכון יתקבל בברכה,False,[],,,,
Ugzl4f1dry7p2JecvBB4AaABAg,"אהובה ואלופה, תודה רבה לך❤",False,[],,,,
UgzJjQWFsjv2XpYdUVp4AaABAg,אשרייך יאלופה בגדים מעלפים ❤,False,[],,,,
UgwCjPaFhwAjroQ4eXp4AaABAg,אתה יכול לעשות סרטון עם msg?,False,[],,,,
UgxeFjL9OUzAPXffU294AaABAg,סוף סוף בית חדש!!!,False,[],,,,
UgzqPm3YlhtmMiUapzR4AaABAg,מה עם אבקת שפים,False,[],,,,
UgxkUyh9CU5RoS5O4gB4AaABAg,ניראה אש חייב לנסות להכין תודה אלופה,False,[],,,,
UgyDZiqL4i_ERMHE3MJ4AaABAg,הזמנתי מקווה שאפשר להשתמש עם גחלים שלנו גם וגם זה מגיע עם תיק  נכון?,False,[],,,,
Ugx1cwauDiwAw6W0uT54AaABAg,בשלנית ואופה מספר אחת👍 חג שמח ושנה טובה לך ולמשפחתך היקרה  ❤️❤️❤️,False,[],,,,
UgzgRVVHyCgUr94icbx4AaABAg,התקלקל. לא רואים את ההכנה עצמה.....,False,[],,,,
UgzeUjgDdVgYPAFP9CZ4AaABAg,כל הכבוד❤ ואין עליו 😊 כל הכבוד לו על הידי הזהב שלו ❤❤❤ לדודו חמיך,False,[],,,,
Ugxgz01V54foCFSTUxp4AaABAg,"נטורינה זה לא מרגרינה, זה על בסיס שמן קוקוס, אי אפשר להכין עוגיות עם שמן",True,"[{""span"": ""נטורינה"", ""aspect"": ""SUBSTITUTION"", ""confidence"": 0.9}]",,,,
Ugw-ClvYYxGIXJhuCK94AaABAg,חחחח למה אתה יכול לראות אותה ישנה?,False,[],,,,
UgxH0RdRktYgpDqoHO14AaABAg,"טוני היקרה ❤ פשוט מדהים! 
רפואה שלמה ובריאות איתנה 🙏",False,[],,,,
